id,name,categ_id,type,uom_id,uom_po_id,default_code,barcode,list_price,taxes_id,supplier_taxes_id,seller_ids/name/id,seller_ids/price
nexterp_demo_product_445,Oti Folie Alimentara 30M,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6445,5948792052898,3.70,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_545,2.41
nexterp_demo_product_446,Pahar Stil Vin,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5944,20150075,2.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_266,1.6
nexterp_demo_product_447,Pahar Tuica 50 Ml Popval-Cos,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5943,30330191,1.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_263,0.7
nexterp_demo_product_448,Pahare Plastic 80Ml,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5746,8691444196132,0.10,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_358,0.08
nexterp_demo_product_449,Pahare Unica Folos Albe 160Ml 100Buc/Set,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5592,7710885771669,0.10,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_183,0.08
nexterp_demo_product_450,Penson Silicon Bucatarie,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_290139,6896544580245,6.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_145,4.5
nexterp_demo_product_451,Polonic,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_3957,2000000753430,4.36,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_69,3.27
nexterp_demo_product_452,Saci Menajeri Oti 35 L,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5287,5948908003028,3.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_407,2.63
nexterp_demo_product_453,Saci Menajeri Oti 60 L,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_289492,5948908003035,4.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_502,3.38
nexterp_demo_product_454,Scobitori Mici Toothpich,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_27861,6932290332384,1.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_91,0.8
nexterp_demo_product_455,Scobitori Natural Bamboo,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5521,6957951700630,1.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_449,0.98
nexterp_demo_product_456,Scobitori Toothpick,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5497,6945862456357,3.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_452,2.1
nexterp_demo_product_457,Scrumiere Selena,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4387,3800864003059,1.94,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_19,1.46
nexterp_demo_product_458,Set 12 Pahare Vin+Tuica,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_28869,6223006440043,28.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_69,19.6
nexterp_demo_product_459,Set 3 Bureti De Vase Inox,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_27810,30654402,2.80,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_392,2.24
nexterp_demo_product_460,Set 5 Boluri Rotunde  Pvc,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_289919,5947033005389,17.01,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_547,10.21
nexterp_demo_product_461,Set 6 Boluri Apple Glasgo,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5794,30469426,11.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_45,7.15
nexterp_demo_product_462,Set 6 Boluri Arizona,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6286,30624269,11.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_502,8.8
nexterp_demo_product_463,Set 6 Boluri Crystal,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6288,30469419,10.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_360,6
nexterp_demo_product_464,Set 6 Boluri Elis,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6287,8692952014765,19.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_406,13.65
nexterp_demo_product_465,Set 6 Boluri Istanbul Edessa,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5515,6951097101634,12.99,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_170,9.09
nexterp_demo_product_466,Set 6 Boluri Maria,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5783,6224008420620,9.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_163,7.2
nexterp_demo_product_467,Set 6 Cani Cofee,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5519,30495302,23.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_382,18.4
nexterp_demo_product_468,Set 6 Cani Sticla Gri,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_289904,30632394,12.99,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_125,10.39
nexterp_demo_product_469,Set 6 Pahare Arc French,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_28423,4690509011179,21.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_255,16.8
nexterp_demo_product_470,Set 6 Pahare Cu Picior Amber,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4385,680678454628,28.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_117,19.6
nexterp_demo_product_471,Set 6 Pahare Flora,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_289975,9634000043234,9.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_263,7.2
nexterp_demo_product_472,Set 6 Pahare Kidda,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4389,6223006440029,17.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_519,13.13
nexterp_demo_product_473,Set 6 Pahare Kouros,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4386,8692952043512,21.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_183,16.8
nexterp_demo_product_474,Set 6 Pahare Kyknos,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4383,3800864004681,13.90,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_19,10.43
nexterp_demo_product_475,Set Cafea Fundita Mare,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4344,30326439,46.01,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_45,34.51
nexterp_demo_product_476,Set Cafea Malooki,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5518,30494336,57.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_150,34.2
nexterp_demo_product_477,Set Cafea Traditional Mic,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_289546,30452480,29.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_555,17.4
nexterp_demo_product_478,Set Farfurii Unica Folosinta 50Buc,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5657,8005090011365,11.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_407,6.9
nexterp_demo_product_479,Set Pahare Amber Cu Picior,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4384,680678454642,25.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_93,15
nexterp_demo_product_480,Set Pahare Melodya,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4388,20205008192,14.90,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_511,10.43
nexterp_demo_product_481,Set Pahare Mykonos,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6648,3800864002373,16.01,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_32,10.41
nexterp_demo_product_482,Set Pahare Plastic Albe 166-092009,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_28424,8005090420099,8.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_150,6
nexterp_demo_product_483,Set Pahare Plastic Safir 160Ml 100Buc/Set,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_289316,6425767000270,5.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_360,3.75
nexterp_demo_product_484,Set Pahare Tuica 6Buc,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6647,6220080106018,10.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_408,6.5
nexterp_demo_product_485,Set Pahare Tuica Arizona,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_28870,6223006440036,10.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_566,7
nexterp_demo_product_486,Set Pahare Tuica Cheerio,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_28871,30270497,9.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_26,5.4
nexterp_demo_product_487,Set Pahare Tuica Viva 5.5Cl,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4390,3800864009969,9.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_447,7.2
nexterp_demo_product_488,Set Pahre Tuica Cristal,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6376,30416987,10.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_263,6.5
nexterp_demo_product_489,Set Pungi 3Kg,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5289,5948908009556,7.70,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_264,6.16
nexterp_demo_product_490,Set Pungi Alimentare 2Kg,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5288,5948908009549,6.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_242,4.8
nexterp_demo_product_491,Set Pungi Alimentare Congelator 1Kg,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6377,5948908009532,4.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_83,3.38
nexterp_demo_product_492,Set Pungi Alimentare Congelator 2 Kg,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6378,5948908002793,6.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_383,4.2
nexterp_demo_product_493,Set Pungi Alimentare Congelator 3 Kg,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6379,5948908002809,8.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_518,5.1
nexterp_demo_product_494,Set Spaclu Pentru Silicon 4Buc,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_290095,6421948091358,7.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_513,5.6
nexterp_demo_product_495,Set Tacam Bucatarie Bambus,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_290144,6934509408361,7.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_337,4.2
nexterp_demo_product_496,Set Vesela Elba Opal 19 Piese,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_290037,8435123240576,82.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_484,61.5
nexterp_demo_product_497,Sita Malai,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_290140,,5.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_83,3.5
nexterp_demo_product_498,Stisca Mare Din Sarma Popval-Cos,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_5946,90408076,9.67,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_561,6.77
nexterp_demo_product_499,Sucitor Lemn,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_290141,30115101,8.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_434,5.2
nexterp_demo_product_500,Suport Vase Inox,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4220,30056725,15.48,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_310,12.38
nexterp_demo_product_501,Tava Plastic,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_6428,30434493,11.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_19,7.7
nexterp_demo_product_502,Tell Pvc,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4222,30062917,6.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_426,3.6
nexterp_demo_product_503,Tocator Bambus Mic,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4305,30239913,9.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_519,6.3
nexterp_demo_product_504,Tocator Plastic Alb,Bucatarie,product,uom.product_uom_unit,uom.product_uom_unit,ST_4346,30394278,11.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_255,8.25
nexterp_demo_product_505,Baterie Chiuveta Bucatarie Iron,Cartele,product,uom.product_uom_unit,uom.product_uom_unit,ST_289371,5907798708260,168.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_91,126
nexterp_demo_product_506,Cartela Cu Numar 5 Euro,Cartele,product,uom.product_uom_unit,uom.product_uom_unit,ST_3973,2000007531420,26.00,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_515,18.2
nexterp_demo_product_507,Bake Rolls Garlic 160Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4655,5201360605743,4.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_425,2.6
nexterp_demo_product_508,Bake Rolls Pizza 160Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4654,5201360600304,4.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_143,2.8
nexterp_demo_product_509,Bake Rolls Smantana Si Ceapa 80Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_6687,5201360674503,2.40,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_297,1.56
nexterp_demo_product_510,Balon Cifra,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_289693,8867876413929,4.50,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,nexterp_demo_partner_171,3.38
nexterp_demo_product_511,Best Alune In Coaja 50Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_6531,3800024340529,1.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_176,1.05
nexterp_demo_product_512,Best Arahide In Coaja Prajite 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_289545,3800024340550,3.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_532,1.95
nexterp_demo_product_513,Best Porumb Ptr Floricele 180Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5452,6425881230010,1.80,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_187,1.08
nexterp_demo_product_514,Best Seminte Fl Soarelui Albe 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_6535,3800024340765,4.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_552,2.4
nexterp_demo_product_515,Best Seminte Fl Soarelui Fara Sare 40Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_6529,3800024340420,1.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_181,0.7
nexterp_demo_product_516,Bruschette Maretti Chips Mixed Cheese 70Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28097,3800205875604,2.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_45,1.88
nexterp_demo_product_517,Bruschette Maretti Chips Pizza 70Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28095,3800205871255,2.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_268,2
nexterp_demo_product_518,Bruschette Maretti Chips Tomato.Olive-Oregano,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28096,3800205875109,2.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_117,1.88
nexterp_demo_product_519,Bucegi Pate De Porc 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_289345,5941341000050,3.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_528,2.63
nexterp_demo_product_520,Ceai Belin Capsuni 20Buc/Cutie,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4566,5900675001102,3.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_145,2.63
nexterp_demo_product_521,Ceai Belin Fructe De Padure 20Buc/Cutie,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4568,5900675001096,3.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_113,2.1
nexterp_demo_product_522,Ceai Belin Multifruct 20Buc/Cutie,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4569,5900675001119,3.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_251,2.8
nexterp_demo_product_523,Ceai Belin Visine-Merisoare 20Buc/Cutie,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4567,5900675005117,3.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_168,2.8
nexterp_demo_product_524,Ceai Fares De Menta 20Buc/Cutie,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4571,5941141222133,3.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_520,2.1
nexterp_demo_product_525,Ceai Fares De Sunatoare 20Buc/Cutie,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4570,5941141222140,3.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_450,2.1
nexterp_demo_product_526,Chicle Anguria Bubble Gum,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28441,8005533044363,0.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_264,0.35
nexterp_demo_product_527,Chio Barbecue 65Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5010,5941445665278,3.40,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_358,2.21
nexterp_demo_product_528,Chio Brezli 500Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_6029,4000522008535,8.70,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_400,6.09
nexterp_demo_product_529,Chio Cascaval 20 Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5323,5997312700320,1.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_12,0.6
nexterp_demo_product_530,Chio Cascaval 40Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5011,5941445666244,1.99,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_347,1.39
nexterp_demo_product_531,Chio Cascaval 65Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5324,5997312700580,3.40,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_392,2.04
nexterp_demo_product_532,Chio Cascaval Si Ceapa Verde 65Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_289450,5941445669221,3.40,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_500,2.04
nexterp_demo_product_533,Chio Cheese Spring Onion 90Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5025,594144566920,4.91,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_466,2.95
nexterp_demo_product_534,Chio Cheese Tubes 80Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28640,5996253000315,3.20,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_520,2.08
nexterp_demo_product_535,Chio Chips Barbecue 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_6499,5941445667654,5.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_157,3.58
nexterp_demo_product_536,Chio Chips Cheese-Spring Onion 90Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28587,5941445669207,4.49,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_68,2.92
nexterp_demo_product_537,Chio Chips Corner Kebab 90Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28245,5941445670333,4.91,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_186,3.68
nexterp_demo_product_538,Chio Chips Cu Cascaval 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5013,5941445670951,5.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_408,4.4
nexterp_demo_product_539,Chio Chips Cu Cascaval 140Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_289502,5941445668231,6.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_400,3.9
nexterp_demo_product_540,Chio Chips Cu Paprika 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5014,5941445667623,5.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_156,3.58
nexterp_demo_product_541,Chio Chips Cu Paprika 140Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_289501,5941445668224,6.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_223,3.9
nexterp_demo_product_542,Chio Chips Cu Sare 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5012,5941445667609,5.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_297,3.85
nexterp_demo_product_543,Chio Chips Cu Sare 140Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_289500,5941445668217,5.95,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_186,3.87
nexterp_demo_product_544,Chio Chips Delight Cu Ceapa Dulce 125Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4592,5941445674522,6.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_93,4.2
nexterp_demo_product_545,Chio Chips Delight Cu Sare 125Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4591,5941445674546,6.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_412,3.9
nexterp_demo_product_546,Chio Chips Dill-Butter 90Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28588,5941445669191,4.91,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_383,2.95
nexterp_demo_product_547,Chio Chips Fair Play Pizza 90Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28246,5941445670326,4.91,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_192,3.68
nexterp_demo_product_548,Chio Chips Intense Sare 135Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_290173,5941445668453,6.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_222,4.8
nexterp_demo_product_549,Chio Chips Intense Sour Cream Herbs 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5021,5941445668446,5.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_412,4.13
nexterp_demo_product_550,Chio Chips Olive Oil 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5029,5941445669535,5.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_357,4.13
nexterp_demo_product_551,Chio Chips Olive Oil 65Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5028,5941445669528,3.40,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_525,2.21
nexterp_demo_product_552,Chio Chips Paprika 20Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4370,3800048131295,1.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_72,0.7
nexterp_demo_product_553,Chio Chips Pui La Rotisor 140Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_289503,5941445668248,6.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_236,4.88
nexterp_demo_product_554,Chio Chips Pui Rotisat 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5016,5941445667647,5.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_511,3.85
nexterp_demo_product_555,Chio Chips Red Card Chili 90Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_28244,5941445670319,4.91,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_397,2.95
nexterp_demo_product_556,Chio Chips Sare 20 Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_4369,3800048131097,1.00,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_539,0.75
nexterp_demo_product_557,Chio Chips Smantana Ceapa 100Gr,Chips,product,uom.product_uom_unit,uom.product_uom_unit,ST_5015,5941445670944,5.50,TVA colectat 9% Bunuri,TVA deductibil 9% Bunuri,nexterp_demo_partner_406,3.3
