id,name,parent_id,is_company,vat,street,city,zip,state_id,country_id,email,phone,l10n_ro_vat_subjected,customer_rank,supplier_rank
nexterp_demo_partner_138,Florea Tomescu SRL,,1,RO7644812920,Aleea Nemeș,Techirghiol,919098,base.RO_OT,base.ro,panait31@email.ro,0752 619 282,1,0,0
nexterp_demo_partner_139,Andra Preda,,0,,Bulevardul Flaviu Pop Nr. 353 Bl. 15  Sc. 19 Ap. 297,Matca,577257,base.RO_AG,base.ro,fdochioiu@acasa.ro,,0,0,0
nexterp_demo_partner_140,David Manole,,0,,Intrarea Pop Nr. 906,Sancraiu de Mures,405452,base.RO_BV,base.ro,dbarbu@gmail.com,,0,0,0
nexterp_demo_partner_141,Letiția Georgescu,,0,,Drumul Dobre Nr. 45 Bl. 69  Sc. 18 Ap. 961,Rucar,975970,base.RO_TR,base.ro,zeno07@kappa.ro,,0,0,0
nexterp_demo_partner_142,Franušić,,1,HR20654270673,Šestinski vijenac 294,Novska,50317,,base.hr,ljubeticniksa@vip.hr,048 154 128,1,0,1
nexterp_demo_partner_143,Fritsch,,1,DE951232262,Hübelallee 1/0,Steinfurt,55553,,base.de,eroehricht@loos.com,(02972) 313243,1,0,1
nexterp_demo_partner_144,Galić,,1,HR21649685197,Paunovac 4b,Nin,64235,,base.hr,jurlinafranjo@net.hr,01 6037 917,1,0,0
nexterp_demo_partner_145,Gheorghiu CRL,,1,RO9998433376,Drumul Stan,Arad,730307,base.RO_VL,base.ro,jaanei@141.ro,0758 497 457,0,1,1
nexterp_demo_partner_146,Gheorghiu OC2,,1,RO6962364347,Bulevardul Ababei Nr. 282 Bl. 26  Sc. 68 Ap. 766,Insuratei,775674,base.RO_IL,base.ro,otudor@zzup.ro,0268 959 827,0,1,0
nexterp_demo_partner_147,Alina Aanei,nexterp_demo_partner_146,0,,Bulevardul Bartolomeu Stoica Nr. 940,Saveni,866275,base.RO_SM,base.ro,corneliaionita@gmail.com,,0,0,0
nexterp_demo_partner_148,Emanuil Stănescu,nexterp_demo_partner_146,0,,Bulevardul Oprea Nr. 610 Bl. 90  Sc. 14 Ap. 485,Mangalia,563318,base.RO_CJ,base.ro,zoepuscasu@gmail.com,,0,0,0
nexterp_demo_partner_149,Izabela Popa,nexterp_demo_partner_146,0,,Bulevardul Ababei Nr. 282 Bl. 26  Sc. 68 Ap. 766,Insuratei,775674,base.RO_IL,base.ro,diaconescuteea@zzup.ro,,0,0,0
nexterp_demo_partner_150,Gheorghiu SA,,1,5371541590,Soseaua Dumitrescu Nr. 658 Bl. 24  Sc. 25 Ap. 893,Tulcea,765683,base.RO_GL,base.ro,vnistor@gmail.com,0269 951 233,0,1,1
nexterp_demo_partner_151,Antonia Eftimie,nexterp_demo_partner_150,0,,Drumul Todor Ioniță Nr. 28,Zarnesti,139949,base.RO_VS,base.ro,fiodordumitrescu@141.ro,,0,0,0
nexterp_demo_partner_152,Antonie Tomescu,nexterp_demo_partner_150,0,,Strada Gabriela Nistor Nr. 68,Boldesti-Scaeni,846437,base.RO_BR,base.ro,ionitacantemir@gmail.com,,0,0,0
nexterp_demo_partner_153,Minodora Nemeș,nexterp_demo_partner_150,0,,Bulevardul Niță Nr. 50 Bl. 73  Sc. 21 Ap. 214,Fetesti,618196,base.RO_CT,base.ro,gheorghiumitica@kappa.ro,,0,0,0
nexterp_demo_partner_154,Gheorghiu SCA,,1,4356143856,Bulevardul Ababei,Peris,496301,base.RO_CJ,base.ro,poprea@kappa.ro,0768 480 652,1,0,0
nexterp_demo_partner_155,Gheorghiu SNC,,1,RO2368859577,Strada Anemona Ababei,Turda,983133,base.RO_BZ,base.ro,nvoinea@141.ro,0248 381 401,0,0,0
nexterp_demo_partner_156,Gheorghiu Stoica PFA,,1,8244586620,Strada Pop Nr. 323 Bl. 96  Sc. 92 Ap. 772,Lugoj,538898,base.RO_MM,base.ro,hdiaconu@acasa.ro,0251 556 580,1,1,1
nexterp_demo_partner_157,Gheorghiu Suciu RA,,1,3806009763,Intrarea Diaconu Nr. 41,Cumpana,297571,base.RO_MH,base.ro,adriana10@141.ro,0737 893 745,1,1,1
nexterp_demo_partner_158,Gheorghiu URL,,1,RO1838085877,Drumul Popescu Nr. 85,Satu Mare,789509,base.RO_CS,base.ro,patriciaababei@kappa.ro,0744 254 776,1,1,0
nexterp_demo_partner_159,Golgi Merisi e Valentino s.r.l.,,1,IT19487220345,Canale Celentano 85,Ippazio nell'emilia,77823,base.state_it_ct,base.it,adrianasaffi@gagliano-corcos.it,+39 665 4613435,0,1,0
nexterp_demo_partner_160,Grbac,,1,HR76797817519,Mala 768,Zaprešić,78891,,base.hr,fran49@bozickovic.com.hr,092 6684 814,1,0,0
nexterp_demo_partner_161,Gutknecht,,1,DE834029976,Mälzerring 148,Flöha,12354,,base.de,haufferjulian@web.de,02160 59836,1,1,0
nexterp_demo_partner_162,Hahn Etzler GmbH,,1,DE978736046,Trudi-Säuberlich-Ring 7/9,Sankt Goar,16541,,base.de,cichoriuswaltrud@doerr.org,04537 25761,0,1,1
nexterp_demo_partner_163,Harloff e.G.,,1,DE131234970,Harriet-Junck-Gasse 0,Ansbach,28342,,base.de,radischlidia@googlemail.com,05481 90544,0,1,1
nexterp_demo_partner_164,Dogan Schmiedecke,nexterp_demo_partner_163,0,,Matthäistr. 68,Pößneck,39056,,base.ro,oswaldscheel@hotmail.de,,0,0,0
nexterp_demo_partner_165,Hans-Günter Reichmann,nexterp_demo_partner_163,0,,Harriet-Junck-Gasse 0,Ansbach,28342,,base.de,bpaertzelt@gmail.com,,0,0,0
nexterp_demo_partner_166,Janusz Ziegert,nexterp_demo_partner_163,0,,Heidrichplatz 893,Eisleben,45681,,base.ro,samira32@soelzer.de,,0,0,0
nexterp_demo_partner_167,Hegedűs Tamás Nyrt.,,1,HU46028819,Szegedi utca 236.,bánya,H-7770,,base.hu,mnagy@takacs.info,58/070-1941,1,1,1
nexterp_demo_partner_168,Herrmann,,1,DE497332684,Pamela-Zobel-Weg 604,Hohenstein-Ernstthal,53574,,base.de,mirjamweihmann@hotmail.de,+49(0)0276 51918,1,0,1
nexterp_demo_partner_169,Hethur,,1,DE800249491,Ruststr. 7,Erfurt,83571,,base.de,theresa11@gmx.de,+49 (0) 1072 394922,1,1,1
nexterp_demo_partner_170,Holzapfel AG  and Co. KG,,1,DE293801897,Plathstraße 682,Sebnitz,90040,,base.de,arnulf38@dowerg.de,+49(0)2625470365,1,0,1
nexterp_demo_partner_171,Horváth Kkt.,,1,HU62800723,Ligetvárosi utca 249.,pilishídapáti,H-1696,,base.hu,lajos88@sarkozi.com.hu,(81)/754-3119,1,0,1
nexterp_demo_partner_172,Horváth Nagy Nyrt.,,1,HU01530500,Tóthidai utca 78.,felsőgyörgyberény,H-2167,,base.hu,orsisnorbert@fekete.net,(06)27/733-8516,1,1,0
nexterp_demo_partner_173,Hren j.d.o.o.,,1,HR14546598501,Jurišićeva 5c,Lipik,85701,,base.hr,qlorencin@t.ht.hr,047 042 232,1,1,0
nexterp_demo_partner_174,Hübel,,1,DE330478673,Scholzstraße 1/4,Lüdenscheid,77325,,base.de,schuelerleokadia@gmail.com,7971269874,1,1,0
nexterp_demo_partner_175,Illés Bt.,,1,HU20131014,Szegedi utca 199.,mosonhátharaszti,H-5332,,base.hu,zsolt02@gal.org,(09)/168-0920,1,0,0
nexterp_demo_partner_176,Ionescu Stănescu PFA,,1,7001402273,Intrarea Tabacu Nr. 37 Bl. 83  Sc. 47 Ap. 777,Pogoanele,884297,base.RO_IS,base.ro,oaanei@zzup.ro,0742 844 501,1,1,1
nexterp_demo_partner_177,Ionescu Toma SCA,,1,8048825168,Soseaua Barbu Nr. 22,Huedin,380311,base.RO_BV,base.ro,eftimieotilia@acasa.ro,0235 800 613,1,0,1
nexterp_demo_partner_178,Ionescu URL,,1,RO7009070803,Bulevardul Ionescu,Tuzla,304636,base.RO_AR,base.ro,nicolae41@post.ro,0736 679 140,0,1,0
nexterp_demo_partner_179,Ioniță Tomescu SCA,,1,RO7245384714,Strada Simina Albu,Sabaoani,979525,base.RO_B,base.ro,voineamarina@gmail.com,0239 874 989,1,1,0
nexterp_demo_partner_180,Ioniță URL,,1,RO2122802458,Aleea Nistor,Diosig,752018,base.RO_AG,base.ro,tomescudaiana@141.ro,0247 529 611,0,1,1
nexterp_demo_partner_181,Jonjić Maletić d.o.o.,,1,HR24173364576,Klanac Grgura Tepečića 1b,Trogir,55862,,base.hr,stefanijailic@t.ht.hr,022 271 991,1,1,1
nexterp_demo_partner_182,Juhász és társa Nyrt.,,1,HU65836701,Györgydevecseri utca 180.,ligetvár,H-2593,,base.hu,apeter@varadi.net,(06)03/497-7194,0,0,1
nexterp_demo_partner_183,Jukić,,1,HR89342905526,Zelengaj 0b,Krk,16628,,base.hr,lanacop@t.ht.hr,022 038 740,1,1,1
nexterp_demo_partner_184,Juncken Stiftung  and Co. KG,,1,DE575993945,Lia-Kroker-Platz 7,Görlitz,14553,,base.de,gutealexandra@googlemail.com,(09100) 60781,1,1,0
nexterp_demo_partner_185,Kiss Zrt.,,1,HU97799748,Mártonbányai tér 76.,Szombathely,H-3150,,base.hu,tiborolah@hotmail.com,(79)/667-8622,1,0,0
nexterp_demo_partner_186,Kiss és Nagy Kkt.,,1,HU01326651,Békéscsabai út 70.,Kaposvár,H-6414,,base.hu,horvathkrisztina@hotmail.com,(26)/429-9593,0,0,1
nexterp_demo_partner_187,Kocsis és Kovács Nyrt.,,1,HU47723892,Pilismindszenti utca 159.,fürdőkőrös,H-3989,,base.hu,dmezei@yahoo.com,+36 16 454-2793,1,0,1
nexterp_demo_partner_188,Kostolzin GmbH,,1,DE627163090,Leopold-Schwital-Weg 01,Wunsiedel,32859,,base.de,roggepiotr@trommler.net,+49 (0) 7092 038338,0,1,1
nexterp_demo_partner_189,Kovács és Balogh Nyrt.,,1,HU05020869,Petőfi sándor sétány 173.,Salgótarján,H-1186,,base.hu,tkiss@hotmail.com,06-8/172 6016,0,0,1
nexterp_demo_partner_190,Kovács és Mészáros Kft.,,1,HU10322480,Szerbfürdői utca 242.,Érd,H-4349,,base.hu,zsolt73@hotmail.com,06-11/222 5426,1,0,1
nexterp_demo_partner_191,Kovács és társa Kkt.,,1,HU41657386,Budapesti utca 132.,kuntamásiháza,H-6085,,base.hu,katalinkozma@kocsis.com.hu,80/482-8926,0,0,1
nexterp_demo_partner_192,Kovács és társa Nyrt.,,1,HU82526986,Németszéki utca 105.,Dunakeszi,H-1072,,base.hu,mariavarga@yahoo.com,+36 47 853-1126,1,0,1
nexterp_demo_partner_193,Dr. Csonkané Tóth Zita Mária,nexterp_demo_partner_192,0,,Hajdúhetveni utca 196.,Dunaújváros,H-8026,,base.ro,skovacs@fodor.com.hu,,0,0,0
nexterp_demo_partner_194,Fazekas Molnár Elemér,nexterp_demo_partner_192,0,,Németszéki utca 105.,Dunakeszi,H-1072,,base.hu,balazsvarga@gmail.com,,0,0,0
nexterp_demo_partner_195,Magyar Krisztián Ákos,nexterp_demo_partner_192,0,,Kossuth utca 109.,mindszentnádasd,H-3602,,base.ro,vhorvath@hotmail.com,,0,0,0
nexterp_demo_partner_196,Kranz,,1,DE122716475,Lübsplatz 4,Staßfurt,82016,,base.de,ingolf25@googlemail.com,00814 939280,0,1,1
nexterp_demo_partner_197,Christof Rust,nexterp_demo_partner_196,0,,Lübsplatz 4,Staßfurt,82016,,base.de,stefania53@aol.de,,0,0,0
nexterp_demo_partner_198,Prof. Gunter Huhn,nexterp_demo_partner_196,0,,Lübsplatz 4,Staßfurt,82016,,base.de,hamannilona@ladeck.de,,0,0,0
nexterp_demo_partner_199,Tanja Fischer B.A.,nexterp_demo_partner_196,0,,Gierschnerallee 43,Schwäbisch Hall,8027,,base.ro,theinrich@scheuermann.de,,0,0,0
nexterp_demo_partner_200,Kuveždić Pedišić j.d.o.o.,,1,HR09312063226,Rokova 6,Donja Stubica,12479,,base.hr,gudeljjanja@vrhovec.net,074 314 889,0,0,0
nexterp_demo_partner_201,Liović,,1,HR20511824196,Mašekova 41,Krapina,63078,,base.hr,lovro63@zg.t-com.hr,047 033 389,1,0,0
nexterp_demo_partner_202,Lovato Odescalchi e Tartini s.r.l.,,1,IT75853390583,Contrada Bacosi 46 Appartamento 93,Perini sardo,8415,base.state_it_cz,base.it,scamiscione@hotmail.com,+39 4009 30567963,1,0,1
nexterp_demo_partner_203,Lukács Tóth Kkt.,,1,HU11386209,Székvárosi út 51.,tótnádasd,H-3364,,base.hu,richard44@hotmail.com,84/361 5300,0,1,1
nexterp_demo_partner_204,Lučić d.d.,,1,HR58856960631,Golubovac 2a/9,Vukovar,13279,,base.hr,erikprtenjaca@vip.hr,048 960 726,1,1,0
nexterp_demo_partner_205,Löffler AG  and Co. OHG,,1,DE610659045,Weimergasse 70,Lörrach,75061,,base.de,stefani97@heydrich.com,+49(0)6802 929053,1,1,1
nexterp_demo_partner_206,Manole Dobre OC1,,1,RO2102198226,Soseaua Paulica Marin,Fundulea,540591,base.RO_TM,base.ro,dochioiuadam@141.ro,0236 273 736,1,0,0
nexterp_demo_partner_207,Manole Dobre URL,,1,9371442078,Soseaua Nistor Nr. 38,Zalau,919021,base.RO_B,base.ro,stoicamihail@acasa.ro,0254 503 693,1,0,0
nexterp_demo_partner_208,Manole Pușcașu URL,,1,RO1080072394,Intrarea Irinel Florea,Remetea,357538,base.RO_VS,base.ro,enita@kappa.ro,0244 444 569,0,1,0
nexterp_demo_partner_209,Manole SA,,1,2394080346,Intrarea Ionescu,Cudalbi,937144,base.RO_VN,base.ro,liviu97@acasa.ro,0721 284 077,1,0,0
nexterp_demo_partner_210,Crina Dinu,nexterp_demo_partner_209,0,,Soseaua Nistor Nr. 705,Zimnicea,676465,base.RO_DB,base.ro,ppreda@141.ro,,0,0,0
nexterp_demo_partner_211,Gheorghiță Dobre,nexterp_demo_partner_209,0,,Bulevardul Diaconescu Nr. 22 Bl. 11  Sc. 17 Ap. 592,Ramnicu Valcea,466097,base.RO_IF,base.ro,enecezar@kappa.ro,,0,0,0
nexterp_demo_partner_212,Ramona Barbu,nexterp_demo_partner_209,0,,Bulevardul Popa Nr. 77 Bl. 26  Sc. 13 Ap. 669,Valea Caselor (Dragasani),149843,base.RO_IS,base.ro,dvoinea@gmail.com,,0,0,0
nexterp_demo_partner_213,Manole SNC,,1,RO8678393838,Bulevardul Mocanu Nr. 44,Seini,923192,base.RO_NT,base.ro,mihaildobre@zzup.ro,0253 438 418,1,1,1
nexterp_demo_partner_214,Manole Stoica LOC,,1,RO6254722837,Intrarea Manole,Odorheiu Secuiesc,254359,base.RO_AB,base.ro,bababei@acasa.ro,0765 218 166,0,1,0
nexterp_demo_partner_215,Manole Toma SPI,,1,RO1251380901,Aleea Tiberiu Cristea Nr. 611,Suceava,457165,base.RO_VL,base.ro,darianapopa@email.ro,0727 538 860,1,1,1
nexterp_demo_partner_216,Manole URL,,1,RO9803694507,Strada Gheorghiu,Calafat,293534,base.RO_VN,base.ro,daciana38@email.ro,0758 845 286,1,0,0
nexterp_demo_partner_217,Marin AFJ,,1,RO1322041168,Aleea Mazilescu Nr. 513,Ineu,710706,base.RO_MM,base.ro,nistormadalina@acasa.ro,0240 715 316,0,1,1
nexterp_demo_partner_218,Marin CRL,,1,7589546725,Intrarea Iacob Voinea Nr. 369 Bl. 17  Sc. 84 Ap. 826,Satu Mare,616949,base.RO_SV,base.ro,barbucostel@acasa.ro,0733 163 873,1,1,0
nexterp_demo_partner_219,Marin Dochioiu SCA,,1,2704236310,Strada Codruț Preda Nr. 10,Simleu Silvaniei,564666,base.RO_VS,base.ro,popescuamelia@gmail.com,0729 159 551,0,1,0
nexterp_demo_partner_220,Marin Mocanu CRL,,1,7299588748,Strada Diaconu Nr. 32 Bl. 37  Sc. 58 Ap. 778,Strehaia,557642,base.RO_BT,base.ro,cnistor@acasa.ro,0241 350 517,1,0,0
nexterp_demo_partner_221,Marin Nemeș SRL,,1,RO4940655747,Drumul Ababei Nr. 381,Ramnicu Sarat,629846,base.RO_MM,base.ro,mmazilescu@gmail.com,0247 918 444,0,0,0
nexterp_demo_partner_222,Marin OC2,,1,3305061383,Bulevardul Ilona Dima Nr. 836 Bl. 82  Sc. 84 Ap. 236,Sinaia,251154,base.RO_SJ,base.ro,opreadorian@post.ro,0740 766 956,0,0,1
nexterp_demo_partner_223,Marin OC3,,1,1642522278,Bulevardul Pușcașu Nr. 68 Bl. 35  Sc. 92 Ap. 653,Targu Jiu,596695,base.RO_VN,base.ro,ionescuhortensia@acasa.ro,0730 100 129,1,1,1
nexterp_demo_partner_224,Marin SCS,,1,3834106869,Aleea Cornel Oprea,Bragadiru,775706,base.RO_DJ,base.ro,puscasumartin@acasa.ro,0731 780 095,0,0,1
nexterp_demo_partner_225,Gicu Ioniță,nexterp_demo_partner_224,0,,Bulevardul Popa Nr. 162 Bl. 75  Sc. 32 Ap. 577,Odorheiu Secuiesc,329796,base.RO_HD,base.ro,waanei@kappa.ro,,0,0,0
nexterp_demo_partner_226,Laurențiu Ionescu,nexterp_demo_partner_224,0,,Soseaua Octavia Mazilescu Nr. 256,Arad,301025,base.RO_BN,base.ro,aureliastan@141.ro,,0,0,0
nexterp_demo_partner_227,Pavel Tomescu,nexterp_demo_partner_224,0,,Soseaua Mocanu,Ovidiu,618084,base.RO_VN,base.ro,romeo91@acasa.ro,,0,0,0
nexterp_demo_partner_228,Silvia Albu,nexterp_demo_partner_224,0,,Drumul Nistor Nr. 94,Codlea,390898,base.RO_MM,base.ro,rmazilescu@kappa.ro,,0,0,0
nexterp_demo_partner_229,Sonia Toma,nexterp_demo_partner_224,0,,Drumul Dinu Nr. 776,Tecuci,865396,base.RO_TM,base.ro,floaredochioiu@kappa.ro,,0,0,0
nexterp_demo_partner_230,Vlad Mocanu,nexterp_demo_partner_224,0,,Bulevardul Mocanu Nr. 964,Reghin,617026,base.RO_PH,base.ro,stoicadespina@gmail.com,,0,0,0
nexterp_demo_partner_231,Mende AG  and Co. KGaA,,1,DE499457656,Dajana-Hahn-Ring 6/0,Füssen,35332,,base.de,ottoreising@googlemail.com,+49(0)0665417545,1,1,0
nexterp_demo_partner_232,Mocanu SCS,,1,2120137421,Intrarea Cipriana Mocanu,Reghin,463095,base.RO_HR,base.ro,kababei@141.ro,0233 725 727,0,0,0
nexterp_demo_partner_233,Delia Stoica,nexterp_demo_partner_232,0,,Strada Tomescu Nr. 633,Fagetel (Remetea),982628,base.RO_TR,base.ro,diaconescufilofteia@zzup.ro,,0,0,0
nexterp_demo_partner_234,Grigore Albu,nexterp_demo_partner_232,0,,Drumul Dochioiu Nr. 12,Slatina,619416,base.RO_PH,base.ro,diaconescuruxanda@gmail.com,,0,0,0
nexterp_demo_partner_235,Sorana Dumitrescu,nexterp_demo_partner_232,0,,Drumul Brăduț Voinea,Ineu,385750,base.RO_MH,base.ro,uflorea@post.ro,,0,0,0
nexterp_demo_partner_236,Mocanu Stoica OC2,,1,RO7746743155,Aleea Ardelean Nr. 37 Bl. 35  Sc. 55 Ap. 758,Valea Caselor (Dragasani),778069,base.RO_CS,base.ro,diaconuxenia@kappa.ro,0261 548 125,1,0,1
nexterp_demo_partner_237,Mocanu Tomescu CON,,1,RO3074378117,Strada Eftimie,Straja,774707,base.RO_GJ,base.ro,ydiaconu@gmail.com,0263 960 951,1,1,0
nexterp_demo_partner_238,Camelia Ardelean,nexterp_demo_partner_237,0,,Soseaua Nistor Nr. 65,Rasinari,394471,base.RO_BN,base.ro,georgescunorman@zzup.ro,,0,0,0
nexterp_demo_partner_239,Lelia Marin,nexterp_demo_partner_237,0,,Aleea Nemeș Nr. 83 Bl. 12  Sc. 10 Ap. 338,Baile Borsa,557521,base.RO_OT,base.ro,nitacasiana@zzup.ro,,0,0,0
nexterp_demo_partner_240,Magdalena Oprea,nexterp_demo_partner_237,0,,Aleea Ioniță Nr. 68,Remetea,658040,base.RO_SM,base.ro,stanescuagnos@post.ro,,0,0,0
nexterp_demo_partner_241,Mocanu URL,,1,RO4683696426,Soseaua Diaconescu Nr. 730 Bl. 72  Sc. 52 Ap. 926,Pogoanele,581363,base.RO_BR,base.ro,floreacasandra@zzup.ro,0711 392 282,0,1,1
nexterp_demo_partner_242,Mohaupt KG,,1,DE599076898,Pölitzring 2,Naila,10140,,base.de,hrogge@schinke.com,(06219) 437569,0,1,1
nexterp_demo_partner_243,Molnár Kht.,,1,HU36405004,Tapolcaváradi utca 150.,felsőszékkövesd,H-8017,,base.hu,kovacsbeata@kiraly.org,06-7/971 8024,1,0,1
nexterp_demo_partner_244,Molnár és Farkas Bt.,,1,HU52957855,Ady endre út 135.,Budapest,H-1772,,base.hu,boglarka97@faragi.org,06-1/341 5403,0,1,0
nexterp_demo_partner_245,Lakatos Dávid,nexterp_demo_partner_244,0,,Drávaháti út 118.,Pécs,H-7745,,base.ro,balogeva@kocsis.org,,0,0,0
nexterp_demo_partner_246,M. Tóth Erzsébet,nexterp_demo_partner_244,0,,Ady endre út 135.,Budapest,H-1772,,base.hu,nhorvath@bodnar.info,,0,0,0
nexterp_demo_partner_247,Tóth A. Rózsa,nexterp_demo_partner_244,0,,Bácsgyörgyi utca 70.,Békéscsaba,H-2889,,base.ro,nagytamas@hotmail.com,,0,0,0
nexterp_demo_partner_248,Mužić,,1,HR84894342008,Dvoranski prečac 6c/1,Ivanec,786,,base.hr,mile88@net.hr,0021 807 326,1,1,0
nexterp_demo_partner_249,Nemeș Florea SRL,,1,6105493250,Bulevardul Niță Nr. 64,Savinesti (Poiana Teiului),587509,base.RO_SJ,base.ro,flaviusuciu@email.ro,0232 392 621,0,0,0
nexterp_demo_partner_250,Nemeș Nemeș SA,,1,7348908070,Intrarea Suciu Nr. 73,Savinesti,296885,base.RO_GR,base.ro,nitaalistar@email.ro,0721 427 819,1,0,0
nexterp_demo_partner_251,Nemeș Nistor SCA,,1,RO2742347273,Soseaua Niță Nr. 27 Bl. 23  Sc. 12 Ap. 395,Giroc,343751,base.RO_GJ,base.ro,nemescamil@zzup.ro,0262 156 210,0,1,1
nexterp_demo_partner_252,Evelina Dumitrescu,nexterp_demo_partner_251,0,,Soseaua Niță Nr. 27 Bl. 23  Sc. 12 Ap. 395,Giroc,343751,base.RO_GJ,base.ro,iosif26@gmail.com,,0,0,0
nexterp_demo_partner_253,Gheorghe Manole,nexterp_demo_partner_251,0,,Strada Diaconescu Nr. 57 Bl. 55  Sc. 90 Ap. 426,Sfantu Gheorghe,942699,base.RO_OT,base.ro,bstoica@acasa.ro,,0,0,0
nexterp_demo_partner_254,Profira Georgescu,nexterp_demo_partner_251,0,,Soseaua Niță Nr. 27 Bl. 23  Sc. 12 Ap. 395,Giroc,343751,base.RO_GJ,base.ro,vicentia40@zzup.ro,,0,0,0
nexterp_demo_partner_255,Nemeș SA,,1,9821051283,Strada Angel Dinu,Vladimirescu,556548,base.RO_MH,base.ro,ilarieababei@post.ro,0251 964 532,1,1,1
nexterp_demo_partner_256,Nemeș Suciu URL,,1,2784464341,Soseaua Pușcașu,Mogosoaia,532614,base.RO_GR,base.ro,icastoica@kappa.ro,021  386 810,1,0,0
nexterp_demo_partner_257,Nemeș URL,,1,RO7325863386,Aleea Eftimie Nr. 521,Domnesti,900446,base.RO_BR,base.ro,nistorseverin@141.ro,0760 616 262,1,0,1
nexterp_demo_partner_258,Catrina Tudor,,0,,Drumul Popa Nr. 300,Schela Cladovei,851107,base.RO_PH,base.ro,kcristea@gmail.com,,0,0,0
nexterp_demo_partner_259,Gică Dochioiu,,0,,Intrarea Toma Nr. 98 Bl. 90  Sc. 77 Ap. 384,Slobozia,964768,base.RO_IF,base.ro,eneeugen@zzup.ro,,0,0,0
nexterp_demo_partner_260,Nicuță Dumitrescu,,0,,Aleea Gheorghiu Nr. 40,Mizil,805023,base.RO_BT,base.ro,xtoma@acasa.ro,,0,0,0
nexterp_demo_partner_261,Nistor CRL,,1,9655195665,Soseaua Voinea,Resita,422133,base.RO_DB,base.ro,dobretinca@gmail.com,0755 440 032,0,0,0
nexterp_demo_partner_262,Nistor Cristea LOC,,1,5942254052,Strada Rafila Nistor Nr. 71,Bocsa,178594,base.RO_OT,base.ro,gianinaababei@141.ro,0726 355 018,1,1,0
nexterp_demo_partner_263,Nistor Dochioiu PFA,,1,RO5672597161,Aleea Dima,Cernavoda,983900,base.RO_BH,base.ro,anabela33@zzup.ro,0739 709 884,0,1,1
nexterp_demo_partner_264,Nistor Dumitrescu OC2,,1,RO2301092081,Bulevardul Luiza Niță Nr. 48 Bl. 40  Sc. 59 Ap. 539,Comanesti,467896,base.RO_DB,base.ro,darius96@zzup.ro,0253 458 455,1,0,1
nexterp_demo_partner_265,Nistor Gheorghiu SCA,,1,8199214075,Strada Toma Nr. 52 Bl. 83  Sc. 93 Ap. 700,Orsova,230057,base.RO_GJ,base.ro,hionescu@post.ro,0769 943 208,1,0,1
nexterp_demo_partner_266,Nistor Ionescu LOC,,1,RO6602759169,Drumul Georgescu Nr. 87 Bl. 69  Sc. 96 Ap. 871,Tarnaveni,946051,base.RO_HD,base.ro,tomescurozalia@post.ro,0751 454 445,0,0,1
nexterp_demo_partner_267,Nistor Ionescu SRL,,1,2768578816,Bulevardul Aurica Pop Nr. 838 Bl. 30  Sc. 34 Ap. 455,Segarcea,238356,base.RO_CS,base.ro,niculina43@kappa.ro,021  852 528,0,1,0
nexterp_demo_partner_268,Nistor Marin RA,,1,RO4819505975,Bulevardul Mazilescu Nr. 28,Arad,559579,base.RO_IF,base.ro,ggeorgescu@zzup.ro,0267 366 923,0,0,1
nexterp_demo_partner_269,Nistor Nemeș OC1,,1,RO2964174689,Aleea Stănescu,Ludus,941544,base.RO_HR,base.ro,cristeamagdalena@acasa.ro,0244 228 635,0,1,0
nexterp_demo_partner_270,Nistor Nemeș SRL,,1,6609739878,Soseaua Nistor,Arad,488254,base.RO_BZ,base.ro,popescuadonis@zzup.ro,0745 135 871,1,1,1
nexterp_demo_partner_271,Nistor Niță INC,,1,RO7628808536,Intrarea Henrieta Eftimie Nr. 53,Otopeni,853733,base.RO_SJ,base.ro,qeftimie@email.ro,0786 939 237,1,1,1
nexterp_demo_partner_272,Nistor Tabacu SCS,,1,RO9051270788,Bulevardul Clementina Nistor Nr. 306,Odorheiu Secuiesc,962098,base.RO_MH,base.ro,tudorpatricia@kappa.ro,0266 487 203,0,1,1
nexterp_demo_partner_273,Nistor Tudor SCS,,1,9556783099,Drumul Ababei Nr. 30,Lugoj,922766,base.RO_CJ,base.ro,mihail05@141.ro,0770 403 535,0,1,1
nexterp_demo_partner_274,Novák Németh Kkt.,,1,HU31999023,Mezőhetveni út 102.,ligetvára,H-3716,,base.hu,qkocsis@gmail.com,06-2/516 8267,0,0,0
nexterp_demo_partner_275,Oliboni SPA,,1,IT01613860566,Stretto Anita 2 Piano 2,Borgo Virginia,24281,base.state_it_te,base.it,smirnofffortunata@doglioni.org,+39 44 1471539,1,1,0
nexterp_demo_partner_276,Oprea SRL,,1,RO6665021231,Aleea Ieremia Diaconescu,Peris,994453,base.RO_BN,base.ro,jstan@kappa.ro,253 xxx xxx,0,0,1
nexterp_demo_partner_277,Bebe Oprea,nexterp_demo_partner_276,0,,Strada Nistor Nr. 697,Draganesti-Olt,431212,base.RO_IF,base.ro,rdiaconescu@post.ro,,0,0,0
nexterp_demo_partner_278,Denis Cristea,nexterp_demo_partner_276,0,,Drumul Marin Nr. 650,Negresti-Oas,785609,base.RO_CT,base.ro,aaneijanina@zzup.ro,,0,0,0
nexterp_demo_partner_279,Niculina Cristea,nexterp_demo_partner_276,0,,Strada Haralambie Georgescu Nr. 21 Bl. 42  Sc. 80 Ap. 371,Turda,538545,base.RO_AG,base.ro,dochioiuolimpiu@email.ro,,0,0,0
